Title,Studio,TotalGross,TotalTheaters,OpeningGross,OpeningTheaters,OpeningDate,Director,MainActor,Rating,Genre
The Perfect Guy,SGem,57027435,2230,25888154,2221,09-11-15,David M. Rosenthal,Sanaa Lathan,5.7,Drama
The Perfect Storm,WB,182618434,3407,41325042,3407,6/30/2000,Wolfgang Petersen,George Clooney,6.3,Drama
The Phantom of the Opera,WB,51268815,1515,4001890,622,12/22/2004,Joel Schumacher,Gerard Butler,4.6,Drama
The Pianist,Focus,32572577,842,111261,6,12/25/2002,Roman Polanski,Adrien Brody,8.5,Drama
The Pink Panther 2,Sony,35922978,3245,11588150,3243,02-06-09, Harald Zwart," 
Steve Martin",5.7,Comedy
The Polar Express,WB,162775358,3650,23323463,3650,11-10-04,Robert Zemeckis,Tom Hanks,6.6,Adventure
The Possession,LGF,49130154,2860,17732480,2816,8/31/2012,Ole Bornedal,Natasha Calis,5.9,Horror
The Post,Fox,81903458,2851,526011,9,12/22/2017,Steven Spielberg,Meryl Streep,7,Drama
The Prestige,BV,53089891,2305,14801808,2281,10/20/2006,Christopher Nolan,Christian Bale,8.1,Drama
The Princess and the Frog,BV,104400899,3475,786190,2,11/25/2009,Ron Clements," 
Anika Noni Rose",6.9,Romance
The Princess Diaries,BV,108248956,2749,22862269,2537,08-03-01,Garry Marshall,Julie Andrews,6.7,Comedy
The Princess Diaries 2: Royal Engagement,BV,95170481,3490,22956453,3472,08-11-04,Garry Marshall,Anne Hathaway,6.4,Comedy
The Proposal,BV,163958031,3158,33627598,3056,6/19/2009,Anne Fletcher,Sandra Bullock,5.3,Drama
The Punisher,Lions,33810189,2649,13834527,2649,4/16/2004,Jonathan Hensleigh,Thomas Jane,6.1,Action
The Purge,Uni.,64473115,2591,34058360,2536,06-07-13,James DeMonaco,Ethan Hawke,6.2,Science Fiction
The Purge: Anarchy,Uni.,71962800,2856,29816675,2805,7/18/2014,James DeMonaco,Frank Grillo,6.6,Horror
The Purge: Election Year,Uni.,79213375,2821,31515110,2796,07-01-16,James DeMonaco,Frank Grillo,6.3,Action
The Pursuit of Happyness,Sony,163566459,3169,26541709,2852,12/15/2006,Gabriele Muccino,Will Smith,7.9,Drama
The Queen,Mira.,56441711,1850,122014,3,9/30/2006,Stephen Frears,Helen Mirren,7,Drama
The Rage: Carrie 2,MGM,17762705,2286,7065123,2286,03-12-99,Katt Shea,Emily Bergl,5.1,Horror
The Reader,Wein.,34194407,1203,168051,8,12-10-08, Stephen Daldry," 
Kate Winslet",7.4,Drama
The Reaping,WB,25126214,2603,10025203,2603,04-05-07,Stephen Hopkins, Hilary Swank,5.5,Horror
The Recruit,BV,52802140,2376,16302063,2376,1/31/2003,Roger Donaldson,Al Pacino,6.3,Action
The Replacements,WB,44737059,2754,11039214,2754,08-11-00,Howard Deutch,Keanu Reeves,6.4,Comedy
The Revenant,Fox,183637894,3711,474560,4,12/25/2015,Alejandro G. Iñárritu,Leonardo DiCaprio,6.3,Comedy
The Ring,DW,129128133,2927,15015393,1981,10/18/2002,Gore Verbinski,Naomi Watts,6.5,Horror
The Ring Two,DW,76231249,3341,35065237,3332,3/18/2005,Hideo Nakata,Naomi Watts,5.6,Drama
The Ringer,FoxS,35428675,1853,5158795,1829,12/23/2005,Barry W. Blaustein,Johnny Knoxville,5.7,Comedy
The Rite,WB (NL),33047633,2985,14789393,2985,1/28/2011,Mikael Håfström,Colin ODonoghue,7.5,Drama
The Road to El Dorado,DW,50863742,3223,12846652,3218,3/31/2000,Bibo Bergeron,Kevin Kline,7.1,Adventure
The Rookie,BV,75600072,2543,16021684,2511,3/29/2002,John Lee Hancock,Dennis Quaid,6.6,Drama
The Roommate,SGem,37300107,2534,15002635,2534,02-04-11,Christian E. Christiansen,Minka Kelly,6,Thriller
The Royal Tenenbaums,BV,52364010,999,276981,5,12/14/2001,Wes Anderson,Gene Hackman,7.5,Comedy
The Rundown,Uni.,47726342,3154,18553765,3152,9/26/2003,Peter Berg,Dwayne Johnson,6.3,Adventure
The Santa Clause 2,BV,139236327,3352,29008696,3350,11-01-02,Michael Lembeck,Tim Allen,5.6,Fantasy
The Santa Clause 3: The Escape Clause,BV,84500122,3458,19504038,3458,11-03-06,Michael Lembeck,Tim Allen,5.2,Comedy
The Score,Par.,71107711,2211,19018807,2129,7/13/2001,Frank Oz,Robert De Niro,6.7,Action
The Scorpion King,Uni.,91047077,3466,36075875,3444,4/19/2002,Chuck Russell,Dwayne Johnson,5.4,Action
The Second Best Exotic Marigold Hotel,FoxS,33078266,2022,8540370,1573,03-06-15,John Madden,Judi Dench,6.4,Drama
The Secret Life of Bees,FoxS,37770162,1630,10527799,1591,10/17/2008, Gina Prince-Bythewood, Dakota Fanning,7.4,Adventure
The Secret Life of Pets,Uni.,368384330,4381,104352905,4370,07-08-16,Chris Renaud,Louis C.K.,6.1,Adventure
The Secret Life of Walter Mitty,Fox,58236838,2922,12765508,2909,12/25/2013,Ben Stiller,Ben Stiller,7.1,Adventure
The Sentinel,Fox,36280697,2851,14367854,2819,4/21/2006,Clark Johnson,Michael Douglas,5.9,Action
The Shack,LG/S,57386418,2888,16172119,2888,03-03-17,Stuart Hazeldine,Sam Worthington,7.1,Drama
The Shaggy Dog,BV,61123569,3501,16310058,3501,03-10-06,Brian Robbins,Tim Allen,4.7,Comedy
The Shallows,Sony,55124043,2962,16800868,2962,6/24/2016,Jaume Collet-Serra,Blake Lively,6.3,Horror
The Shape of Water,FoxS,63859435,2341,166564,2,12-01-17,Guillermo del Toro,Sally Hawkins,7.3,Drama
The Simpsons Movie,Fox,183135014,3926,74036787,3922,7/27/2007,David Silverman,Dan Castellaneta,6.9,Animation
The Sisterhood of the Traveling Pants,WB,39053061,2583,9833340,2583,06-01-05,Ken Kwapis,Amber Tamblyn,6.5,Drama
The Sisterhood of the Traveling Pants 2,WB,44089964,2714,10678430,2707,08-06-08, Sanaa Hamri," 
Amber Tamblyn",6.2,Adventure
The Sitter,Fox,30441326,2752,9851435,2750,12-09-11,David Gordon Green,Jonah Hill,4.8,Horror
The Sixth Sense,BV,293506292,2821,26681262,2161,08-06-99,M. Night Shyamalan,Bruce Willis,7.9,Mystery
The Skeleton Key,Uni.,47907715,2784,16057945,2771,08-12-05,Iain Softley,Kate Hudson,6.5,Drama
The Skulls,Uni.,35046120,2416,11034885,2412,3/31/2000,Rob Cohen,Joshua Jackson,5.7,Crime
The Smurfs,Sony,142614158,3427,35611637,3395,7/29/2011,Raja Gosnell,Hank Azaria,5.7,Animation
The Smurfs 2,Sony,71017784,3867,17548389,3866,7/31/2013,Raja Gosnell,Neil Patrick Harris,5.7,Fantasy
The Social Network,Sony,96962694,2921,22445653,2771,10-01-10,David Fincher," 
Jesse Eisenberg",7.2,Drama
The Soloist,P/DW,31720158,2090,9716458,2024,4/24/2009,Joe Wright,Jamie Foxx,6.6,Drama
The Spiderwick Chronicles,Par.,71195053,3847,19004058,3847,2/14/2008, Mark Waters, Freddie Highmore,6.4,Adventure
The SpongeBob Movie: Sponge Out of Water,Par.,162994032,3680,55365012,3641,02-06-15,Paul Tibbitt,Tom Kenny,5.7,Adventure
The SpongeBob SquarePants Movie,Par.,85417988,3307,32018216,3212,11/19/2004,Stephen Hillenburg,Tom Kenny,6.7,Animation
The Spy Who Dumped Me,LGF,33562069,3111,12103043,3111,08-03-18,Susanna Fogel,Justin Theroux,6.4,Action
The Star,Sony,40852824,2976,9812674,2837,11/17/2017,Timothy Reckart,Steven Yeun,5.5,Comedy
The Stepford Wives,Par.,59484742,3057,21406781,3057,06-11-04,Frank Oz,Nicole Kidman,5.6,Comedy
The Story of Us,Uni.,27100031,2175,9673080,2164,10/15/1999,Rob Reiner,Bruce Willis,6.1,Comedy
The Strangers,Rog.,52597610,2477,20997985,2466,5/30/2008, Bryan Bertino," 
Liv Tyler",6.2,Thriller
The Sum of All Fears,Par.,118907036,3230,31178526,3183,5/31/2002,Phil Alden Robinson,Ben Affleck,6.2,Thriller
The Sweetest Thing,Sony,24718164,2670,9430667,2670,04-12-02,Roger Kumble,Cameron Diaz,5.4,Romance
The Switch,Mira.,27779426,2017,8436713,2012,8/20/2010," 
Josh Gordon"," 
Jennifer Aniston",6,Comedy
The Taking of Pelham 1 2 3,Sony,65452312,3077,23373102,3074,06-12-09,Tony Scott,Denzel Washington,6.2,Thriller
The Tale of Despereaux,Uni.,50877145,3107,10103675,3104,12/19/2008, Sam Fell, Matthew Broderick,5.8,Adventure
The Talented Mr. Ripley,Par.,81298265,2369,12738237,2307,12/25/1999,Anthony Minghella,Matt Damon,7.2,Thriller
The Terminal,DW,77872883,2914,19053199,2811,6/18/2004,Steven Spielberg,Tom Hanks,7.2,Comedy
The Texas Chainsaw Massacre,NL,80571655,3018,28094014,3016,10/17/2003,Marcus Nispel,Jessica Biel,6.1,Horror
The Texas Chainsaw Massacre: The Beginning,NL,39517763,2820,18508228,2820,10-06-06,Jonathan Liebesman,Jordana Brewster,6,Horror
The Theory of Everything,Focus,35893537,1220,208763,5,11-07-14,James Marsh,Eddie Redmayne,7,Drama
The Thomas Crown Affair,MGM,69305181,2427,14600719,2427,08-06-99,John McTiernan,Pierce Brosnan,6.7,Drama
The Three Stooges,Fox,44338224,3482,17010125,3477,4/13/2012,Bobby Farrelly,Sean Hayes,6.1,Comedy
The Tigger Movie,BV,45554533,2818,9427532,2723,02-11-00,Jun Falkenstein,Jim Cummings,6.4,Animation
The Time Machine,DW,56832494,2958,22610437,2944,03-08-02,Simon Wells,Guy Pearce,5.9,Science Fiction
The Tourist,Sony,67631157,2756,16472458,2756,12-10-10, Florian Henckel von ," 
Angelina Jolie",6.1,Action
The Town,WB,92186262,2935,23808032,2861,9/17/2010, Ben Affleck, Ben Affleck,7.1,Crime
The Transporter,Fox,25296447,2610,9107816,2573,10-11-02,Louis Leterrier,Jason Statham,6.6,Action
The Tuxedo,DW,50547998,3022,15051028,3022,9/27/2002,Kevin Donovan,Jackie Chan,5.5,Thriller
The Twilight Saga: Eclipse,Sum.,300531751,4468,64832191,4468,6/30/2010,David Slade, Kristen Stewart,6,Adventure
The Twilight Saga: New Moon,Sum.,296623634,4124,142839137,4024,11/20/2009,Chris Weitz," 
Kristen Stewart",5.8,Adventure
The Ugly Truth,Sony,88915214,2975,27605576,2882,7/24/2009, Robert Luketic, Katherine Heigl,6.5,Comedy
The Uninvited,P/DW,28596818,2344,10325824,2344,1/30/2009,The Guard Brothers," 
Emily Browning",6,Action
The Village,BV,114197520,3733,50746142,3730,7/30/2004,M. Night Shyamalan,Sigourney Weaver,6.3,Drama
The Visit,Uni.,65206105,3148,25427560,3069,09-11-15,M. Night Shyamalan,Olivia DeJonge,8,Drama
The Vow,SGem,125014030,3038,41202458,2958,02-10-12,Michael Sucsy,Rachel McAdams,7.1,Drama
The Watch,Fox,35353000,3168,12750297,3168,7/27/2012,Akiva Schaffer,Ben Stiller,6.2,Drama
The Watcher,Uni.,28946615,2777,9062295,2742,09-08-00,Joe Charbanic,James Spader,5,Mystery
The Wedding Date,Uni.,31726995,1704,11129580,1694,02-04-05,Clare Kilner,Dermot Mulroney,6.5,Comedy
The Wedding Planner,Sony,60400856,2785,13510293,2785,1/26/2001,Adam Shankman,Jennifer Lopez,5.6,Comedy
The Wedding Ringer,SGem,64460211,3003,20649306,3003,1/16/2015,Jeremy Garelick,Kevin Hart,6.5,Comedy
The Whole Nine Yards,WB,57262492,2910,13731070,2910,2/18/2000,Jonathan Lynn,Bruce Willis,6.4,Comedy
The Wild,BV,37384046,2854,9684809,2854,4/14/2006,Steve Spaz Williams,Kiefer Sutherland,5.3,Family
The Witch,A24,25138705,2204,8800230,2046,2/19/2016,Robert Eggers,Anya Taylor-Joy,6.6,Mystery
The Wolf of Wall Street,Par.,116900694,2557,18361578,2537,12/25/2013,Martin Scorsese,Leonardo DiCaprio,7.9,Crime
The Wolfman,Uni.,61979680,3223,31479235,3222,02-12-10,Joe Johnston,Benicio del Toro,5.7,Horror
The Wolverine,Fox,132556852,3924,53113752,3924,7/26/2013,James Mangold,Hugh Jackman,6.3,Action
The Woman in Black,CBS,54333290,2856,20874072,2855,02-03-12,James Watkins,Daniel Radcliffe,6.1,Drama
The Woman in Black 2: Angel of Death,Rela.,26501323,2602,15027415,2602,01-02-15,Tom Harper,Helen McCrory,5.1,Thriller
The Wood,Par.,25059640,1191,8515223,1191,7/16/1999,Rick Famuyiwa,Elayn J. Taylor,7.2,Comedy
The World Is Not Enough,MGM,126943684,3163,35519007,3163,11/19/1999,Michael Apted,Pierce Brosnan,6.2,Adventure
There Will Be Blood,ParV,40222514,1620,190739,2,12/26/2007,Paul Thomas Anderson,Daniel Day-Lewis,8.1,Drama
Think Like a Man,SGem,91547205,2052,33636303,2015,4/20/2012,Tim Story,Chris Brown,6.9,Comedy
Think Like a Man Too,SGem,65182182,2225,29241911,2225,6/20/2014,Tim Story,Kevin Hart,6.3,Comedy
Thirteen Days,NL,34592089,2034,46668,8,12/22/2000,Roger Donaldson,Kevin Costner,7,Thriller
This Christmas,SGem,49121934,1921,17958183,1858,11/21/2007,Preston A. Whitmore II, Delroy Lindo ,6.8,Comedy
This Is 40,Uni.,67544505,2931,11579175,2912,12/21/2012,Judd Apatow,Paul Rudd,5.7,Comedy
This is the End,Sony,101470202,3055,20719162,3055,06-12-13,Evan Goldberg,James Franco,6.2,Action
This is Where I Leave You,WB,34296320,2868,11558149,2868,9/19/2014,Shawn Levy,Jason Bateman,6.6,Drama
This Means War,Fox,54760791,3189,17405930,3189,2/17/2012,McG,Reese Witherspoon,6,Action
Thor,Par.,181030624,3963,65723338,3955,05-06-11,Kenneth Branagh,Chris Hemsworth,6.7,Adventure
Thor: Ragnarok,BV,315058289,4080,122744989,4080,11-03-17,Taika Waititi,Chris Hemsworth,7.5,Action
Thor: The Dark World,BV,206362140,3841,85737841,3841,11-08-13,Alan Taylor,Chris Hemsworth,6.7,Action
Three Kings,WB,60652036,2942,15847636,2942,10-01-99,David O. Russell ,George Clooney,6.6,Action
Titan A.E.,Fox,22753426,2775,9376845,2734,6/16/2000,Don Bluth,Matt Damon,6.5,Animation
TMNT,WB,54149098,3120,24255205,3110,3/23/2007,Jonathan Liebesman,Megan Fox,5.9,Adventure
Tomb Raider,WB,58250803,3854,23633317,3854,3/16/2018,Roar Uthaug,Alicia Vikander,6.3,Action
Tomorrowland,BV,93436322,3972,33028165,3972,5/22/2015,Brad Bird,George Clooney,6.2,Adventure
Tooth Fairy,Fox,60022256,3345,14010409,3344,1/22/2010,Michael Lembeck," 
Dwayne Johnson",5.4,Comedy
Tower Heist,Uni.,78046570,3370,24025190,3367,11-04-11,Brett Ratner,Eddie Murphy,5.9,Action
Toy Story 2,BV,245852179,3257,300163,1,11/19/1999,John Lasseter,Tom Hanks,7.5,Animation
Toy Story 3,BV,415004880,4028,110307189,4028,6/18/2010,Lee Unkrich," 
Tom Hanks",7.7,Animation
Traffic,USA,124115725,1755,184725,4,12/27/2000,Steven Soderbergh,Michael Douglas,5.8,Comedy
Training Day,WB,76631907,2712,22550788,2712,10-05-01,Antoine Fuqua,Denzel Washington,7.4,Action
Trainwreck,Uni.,110212700,3171,30097040,3158,7/17/2015,Judd Apatow,Amy Schumer,5.8,Comedy
Transformers,P/DW,319246193,4050,70502384,4011,07-03-07,Michael Bay,Shia LaBeouf,6.7,Adventure
Transformers: Age of Extinction,Par.,245439076,4233,100038390,4233,6/27/2014,Michael Bay,Mark Wahlberg,5.8,Science Fiction
Transformers: Dark of the Moon,P/DW,352390543,4088,97852865,4088,6/29/2011,Michael Bay,Shia LaBeouf,6.1,Action
Transformers: Revenge of the Fallen,P/DW,402111870,4293,108966307,4234,6/24/2009, Michael Bay," 
Shia LaBeouf",6,Science Fiction
Transformers: The Last Knight,Par.,130168683,4132,44680073,4069,6/21/2017,Michael Bay,Mark Wahlberg,6,Action
Transporter 2,Fox,43095856,3320,16540720,3303,09-02-05,Louis Leterrier,Jason Statham,6.3,Action
Transporter 3,LGF,31715062,2626,12063452,2626,11/26/2008,Olivier Megaton," 
Jason Statham",6,Action
Treasure Planet,BV,38176783,3227,12083248,3227,11/27/2002,Ron Clements,Joseph Gordon-Levitt,7.4,Adventure
Trolls,Fox,153707064,4066,46581142,4060,11-04-16,Mike Mitchell,Anna Kendrick,6.6,Adventure
Tropic Thunder,P/DW,110515313,3473,25812796,3319,8/13/2008,Ben Stiller," 
Ben Stiller",6.5,Action
Trouble with the Curve,WB,35763137,3212,12162040,3212,9/21/2012,Robert Lorenz,Clint Eastwood,6.7,Drama
Troy,WB,133378256,3411,46865412,3411,5/14/2004,Wolfgang Petersen,Brad Pitt,7,Adventure
True Crime,WB,16649768,1852,5276109,1852,3/19/1999,Clint Eastwood,Clint Eastwood,6.5,Crime
True Grit,Par.,171243005,3464,24830443,3047,12/22/2010, Joel Coen," 
Jeff Bridges",7.2,Drama
Truth or Dare,Uni.,41411015,3068,18667855,3029,4/13/2018,Jeff Wadlow,Lucy Hale,7,Comedy
Turbo,Fox,83028128,3809,21312625,3806,7/17/2013,David Soren,Ryan Reynolds,5.3,Action
Twilight,Sum.,192769854,3649,69637740,3419,11/21/2008,Catherine Hardwicke,Kristen Stewart,6.1,Crime
Twisted,Par.,25198598,2704,8904299,2703,2/27/2004,Philip Kaufman,Ashley Judd,5.3,Action
Two Can Play That Game,SGem,22235901,1308,7720942,1297,09-07-01,Mark Brown,Vivica A. Fox,6.5,Comedy
Two Weeks Notice,WB,93354851,2755,14328494,2755,12/20/2002,Marc Lawrence,Sandra Bullock,6.2,Comedy
U-571,Uni.,77122415,2820,19553310,2583,4/21/2000,Jonathan Mostow,Matthew McConaughey,6.3,Action
Unbreakable,BV,95011339,2708,30330771,2708,11/22/2000,M. Night Shyamalan,Bruce Willis,7.1,Thriller
Unbroken,Uni.,115637895,3301,30621445,3131,12/25/2014,Angelina Jolie,Jack OConnell,7.4,Drama
Uncle Drew,LG/S,42469946,2742,15242781,2742,6/29/2018,Charles Stone III,Kyrie Irving,6.5,Comedy
Under the Sea 3D,WB,36049389,108,661185,49,2/13/2009, Howard Hall, Jim Carrey,7.2,Documentary
Under the Tuscan Sun,BV,43610723,1701,9751425,1226,9/26/2003,Audrey Wells,Diane Lane,6.6,Romance
Undercover Brother,Uni.,39089928,2169,12037685,2167,5/31/2002,Malcolm D. Lee,Eddie Griffin,5.5,Action
Underdog,BV,43760605,3013,11585121,3013,08-03-07,Frederik Du Chau, Peter Dinklage,4.8,Action
Underworld,SGem,51970690,2928,21753759,2915,9/19/2003,Len Wiseman,Kate Beckinsale,6.7,Fantasy
Underworld: Blood Wars,SGem,30353973,3070,13688751,3070,01-06-17,Anna Foerster,Kate Beckinsale,5.5,Action
Underworld: Evolution,SGem,62318875,3207,26857181,3207,1/20/2006,Len Wiseman,Kate Beckinsale,6.4,Fantasy
Underworld: Rise of the Lycans,SGem,45802315,2942,20828511,2942,1/23/2009,Patrick Tatopoulos," 
Kate Beckinsale",6.3,Fantasy
Unfaithful,Fox,52775765,2625,14065277,2617,05-08-02,Adrian Lyne,Richard Gere,6.4,Thriller
Unfriended,Uni.,32482090,2775,15845115,2739,4/17/2015,Leo Gabriadze,Shelley Hennig,5.4,Horror
United 93,Uni.,31483450,1871,11478360,1795,4/28/2006,Paul Greengrass,David Alan Basche,7.1,Drama
Unknown,WB,63686397,3043,21856389,3043,2/18/2011,Jaume Collet-Serra,Liam Neeson,6.4,Crime
Unstoppable,Fox,81562942,3261,22688457,3207,11-12-10,Tony Scott,Denzel Washington,5.1,Action
Untraceable,SGem,28687835,2368,11354069,2368,1/25/2008, Gregory Hoblit," 
Diane Lane",6,Mystery
Up,BV,293004164,3886,68108790,3766,5/29/2009, Pete Docter," 
Ed Asner",7.9,Animation
Up in the Air,Par.,83823381,2218,1181450,15,12-04-09, Jason Reitman,George Clooney,6.8,Drama
Uptown Girls,MGM,37182494,2495,11277367,2495,8/15/2003,Boaz Yakin,Brittany Murphy,6.2,Comedy
Urban Legends: Final Cut,Sony,21468807,2539,8505513,2539,9/22/2000,John Ottman,Jennifer Morrison,4.6,Horror
V for Vendetta,WB,70511035,3365,25642340,3365,3/17/2006,James McTeigue,Hugo Weaving,7.9,Action
Vacation,WB (NL),58884188,3430,14681108,3411,7/29/2015,John Francis Daley,Ed Helms,6.3,Drama
Valentine,WB,20384136,2310,10024648,2310,02-02-01,Jamie Blanks,Denise Richards,5.1,Horror
Valerian and the City of a Thousand Planets,STX,41189488,3553,17007624,3553,7/21/2017,Luc Besson,Dane DeHaan,6.6,Adventure
Valkyrie,UA,83077833,2838,21027007,2711,12/25/2008, Bryan Singer,Tom Cruise,6.8,Drama
Vampires Suck,Fox,36661504,3233,12202831,3233,8/18/2010,Jason Friedberg,Jenn Proske,4.2,Comedy
Van Helsing,Uni.,120177084,3580,51748040,3575,05-07-04,Stephen Sommers,Hugh Jackman,6.1,Horror
Vanilla Sky,Par.,100618344,2842,25015518,2742,12/14/2001,Cameron Crowe,Tom Cruise,6.7,Romance
Vantage Point,Sony,72266306,3163,22874936,3149,2/22/2008, Pete Travis," 
Dennis Quaid",6.3,Drama
Varsity Blues,Par.,52894169,2364,15204148,2121,1/15/1999,Brian Robbins,James Van Der Beek,6.1,Comedy
Vertical Limit,Sony,69243859,2602,15507845,2307,12-08-00,Martin Campbell,Scott Glenn,5.9,Action
Vice,Annapurna,47835792,2534,7768371,2442,12/25/2018,Adam McKay,Christian Bale,4.3,Action
Walk the Line,Fox,119519402,3160,22347341,2961,11/18/2005,James Mangold,Joaquin Phoenix,7.4,Drama
Walking Tall,MGM,46437717,2836,15501114,2836,04-02-04,Kevin Bray,Dwayne Johnson,5.9,Adventure
Walking with Dinosaurs,Fox,36076121,3243,7091938,3231,12/20/2013,Barry Cook,Charlie Rowe,5.4,Animation
Wall Street: Money Never Sleeps,Fox,52474616,3597,19011188,3565,9/24/2010,Oliver Stone,Michael Douglas,6,Drama
Wanted,Uni.,134508551,3185,50927085,3175,6/27/2008,Timur Bekmambetov," 
James McAvoy",6.8,Action
War Dogs,WB,43034523,3258,14685305,3258,8/19/2016,Todd Phillips,Jonah Hill,6.8,Comedy
War for the Planet of the Apes,Fox,146880162,4100,56262929,4022,7/14/2017,Matt Reeves,Andy Serkis,7,Drama
War Horse,BV,79884879,2856,7515402,2376,12/25/2011,Steven Spielberg,Jeremy Irvine,7.2,Drama
War of the Worlds,Par.,234280354,3910,64878725,3908,6/29/2005,Steven Spielberg,Tom Cruise,6.3,Adventure
War Room,TriS,67790117,1945,11351389,1135,8/28/2015,Alex Kendrick,Priscilla C. Shirer,7.5,Drama
Warcraft,Uni.,47365290,3406,24166110,3400,06-10-16,Duncan Jones,Travis Fimmel,6.3,Action
Warm Bodies,LG/S,66380662,3009,20353967,3009,02-01-13,Jonathan Levine,Nicholas Hoult,6.3,Horror
Watchmen,WB,107509799,3611,55214334,3611,03-06-09,Zack Snyder," 
Malin Åkerman",7,Drama
Water for Elephants,Fox,58709717,2820,16842353,2817,4/22/2011,Francis Lawrence,Robert Pattinson,6.9,Drama
We Are Marshall,WB,43545364,2606,6114264,2606,12/22/2006,McG,Matthew McConaughey,6.8,Drama
We Bought a Zoo,Fox,75624550,3170,9360434,3117,12/23/2011,Cameron Crowe,Matt Damon,6.7,Drama
We Own the Night,Sony,28563179,2402,10826287,2362,10-12-07,James Gray,Joaquin Phoenix,6.6,Drama
We Were Soldiers,Par.,78122718,3143,20212543,3143,03-01-02,Randall Wallace,Mel Gibson,6.9,Action
Wedding Crashers,NL,209255921,3131,33900720,2925,7/15/2005,David Dobkin,Owen Wilson,6.4,Comedy
Welcome Home Roscoe Jenkins,Uni.,42436517,2387,16207730,2387,02-08-08, Malcolm D. Lee, Martin Lawrence,5.6,Comedy
What a Girl Wants,WB,36105433,2964,11434964,2964,04-04-03,Dennie Gordon,Amanda Bynes,6,Comedy
What Happens in Vegas,Fox,80277646,3255,20172474,3215,05-09-08,Tom Vaughan," 
Cameron Diaz",6,Comedy
What Lies Beneath,DW,155464351,2925,29702959,2813,7/21/2000,Robert Zemeckis,Harrison Ford,6.3,Drama
What Women Want,Par.,182811707,3092,33614543,3012,12/15/2000,Nancy Meyers,Mel Gibson,6.3,Comedy
When a Stranger Calls,SGem,47860214,3004,21607203,2999,02-03-06,Simon West,Camilla Belle,5.5,Horror
When in Rome,BV,32680633,2456,12350041,2456,1/29/2010,Mark Steven Johnson, Kristen Bell ,5.6,Action
When the Bough Breaks,SGem,29747603,2246,14202323,2246,09-09-16,Jon Cassar,Morris Chestnut,5.4,Mystery
When the Game Stands Tall,TriS,30127963,2766,8381509,2673,8/22/2014,Thomas Carter,Jim Caviezel,6.5,Drama
Where the Heart Is,Fox,33772838,2439,8292939,2437,4/28/2000,Matt Williams,Natalie Portman,6.7,Comedy
Where the Wild Things Are,WB,77233467,3735,32695407,3735,10/16/2009, Spike Jonze, Max Records,6.4,Family
White Boy Rick,Studio 8,24011188,2504,8860431,2504,9/14/2018,Yann Demange,Matthew McConaughey,6.3,Crime
White Chicks,Sony,70831760,2800,19676748,2726,6/23/2004,Keenen Ivory Wayans,Marlon Wayans,6.7,Comedy
White House Down,Sony,73103784,3222,24852258,3222,6/28/2013,Roland Emmerich,Channing Tatum,6.4,Action
White Noise,Uni.,56386759,2279,24113565,2261,01-07-05,Geoffrey Sax,Michael Keaton,5.6,Drama
Why Him?,Fox,60323786,3008,11002986,2917,12/23/2016,John Hamburg,Zoey Deutch,6.2,Comedy
Widows,Fox,42402632,2803,12361307,2803,11/16/2018,Steve McQueen,Viola Davis,5.3,Drama
Wild Hogs,BV,168273550,3401,39699023,3287,03-02-07,Walt Becker,Tim Allen,5.8,Action
Wild Wild West,WB,113804681,3342,27687484,3342,6/30/1999,Barry Sonnenfield,Will Smith,5.2,Action
Winchester,LGF,25091816,2480,9307626,2480,02-02-18,Michael Spierig,Helen Mirren,5.7,Fantasy
Wind River,Wein.,33800859,2890,161558,4,08-04-17,Taylor Sheridan,Kelsey Asbille,7,Drama
Windtalkers,MGM,40914068,2898,14520412,2898,6/14/2002,John Woo,Nicolas Cage,5.8,Drama
Without a Paddle,Par.,58169327,2756,13528946,2730,8/20/2004,Steven Brill,Matthew Lillard,5.4,Action
Woman in Gold,Wein.,33307793,2011,2091551,258,04-01-15,Simon Curtis,Helen Mirren,7.4,Drama
Wonder,LGF,132422809,3519,27547866,3096,11/17/2017,Stephen Chbosky,Jacob Tremblay,8.2,Drama
Wonder Boys,Par.,19393557,1509,5808919,1253,2/23/2000,Curtis Hanson,Michael Douglas,7,Comedy
Wonder Woman,WB,412563408,4165,103251471,4165,06-02-17,Patty Jenkins,Gal Gadot,7.2,Action
World Trade Center,Par.,70278893,3021,18730762,2957,08-09-06,Oliver Stone,Nicolas Cage,6,Drama
World War Z,Par.,202359711,3607,66411834,3607,6/21/2013,Marc Forster,Brad Pitt,6.7,Action
Wrath of the Titans,WB,83670083,3545,33457188,3545,3/30/2012,Jonathan Liebesman,Sam Worthington,5.6,Fantasy
Wreck-It Ralph,BV,189422889,3752,49038712,3752,11-02-12,Rich Moore,John C. Reilly,7.3,Family
X-Men,Fox,157299717,3112,54471475,3025,7/14/2000,Bryan Singer,Patrick Stewart,6.9,Adventure
X-Men Origins: Wolverine,Fox,179883157,4102,85058003,4099,05-01-09,Gavin Hood,Hugh Jackman,6.2,Adventure
X-Men: Apocalypse,Fox,155442489,4153,65769562,4150,5/27/2016,Bryan Singer,James McAvoy,6.5,Action
X-Men: Days of Future Past,Fox,233921534,4001,90823660,3996,5/23/2014,Bryan Singer,Patrick Stewart,7.5,Action
X-Men: First Class,Fox,146408305,3692,55101604,3641,06-03-11,Matthew Vaughn,James McAvoy,7.2,Action
